"IDENTIFIER","GSM526561","GSM526562","GSM526602","GSM526603","GSM526605","GSM526678"
"Rnf149",8.81419,9.03915,8.91672,8.81686,8.73422,8.65857
"Creg2",5.54833,5.67033,5.76372,5.86206,5.64946,5.57272
"Rfx8",5.43151,5.15387,5.17858,5.40835,5.35068,5.26945
"Mfsd9",5.54835,5.57251,5.65358,5.46566,5.62032,5.61424
"Pantr1",2.782,2.57505,2.69696,2.56338,2.64318,2.50864
"Tgfbrap1",7.89677,7.90068,8.09201,7.94076,7.93252,8.01624
"Fhl2",4.93008,5.06841,4.93256,5.04162,5.12797,4.75794
"Uxs1",7.13292,6.83391,7.13158,6.85329,7.04746,6.85161
"Mettl21c",3.01666,2.82999,2.7959,2.59642,2.74743,2.77747
"Tex30",6.21025,6.01728,6.32112,6.36732,6.18274,6.1308
"Kdelc1",6.07526,5.93279,5.95813,5.91451,5.58616,5.9398
"Mettl21e",2.38741,2.46063,2.65344,2.40103,2.52364,2.54008
"Txn1",11.0004,10.8068,11.0055,11.015,11.2164,10.8844
"Col5a2",5.14301,5.00151,4.96193,5.05497,4.98633,4.96713
"Myl6",10.0742,9.9743,10.0167,10.0483,10.0821,9.95929
"Slc40a1",9.31015,8.64498,8.84418,8.77412,8.68496,8.85961
"Slc39a10",5.28869,4.99898,5.58563,5.48905,4.91051,5.45053
"Dnajb6",9.57974,9.76111,9.63192,9.50068,9.411,9.596
"Nabp1",6.51449,6.46442,6.41137,6.26137,6.59253,6.40778
"Myo1b",9.81129,10.0989,9.95731,10.0082,9.86661,9.98667
"Rpl15",10.3271,10.2887,10.3102,10.3358,10.3162,10.3155
"Gls",5.83149,5.68199,5.48451,5.60351,5.63922,5.77186
"Nab1",7.95002,7.81004,7.97106,7.82644,8.0523,8.20141
"Mfsd6",6.22228,6.11741,6.08505,6.22585,6.38934,6.14579
"Inpp1",6.14236,6.0868,6.21584,6.18379,6.15104,6.09715
"Pms1",6.20183,6.18801,6.34131,6.3472,6.25656,6.2811
"Asnsd1",8.79374,8.92106,8.90311,8.83134,8.80468,8.96682
"Dnah7b",3.11697,2.88661,2.83836,3.15135,3.11029,3.03576
"Dnah7b",5.33707,5.28044,5.49469,5.43619,5.32586,5.20047
"Stk17b",6.2328,6.00564,5.70691,6.0457,5.77076,6.00067
"Hecw2",6.39518,6.26122,6.19632,6.31483,6.39416,6.43854
"Gtf3c3",7.20152,7.22142,7.2156,7.16173,7.11501,7.23837
"Pgap1",7.18766,6.54004,6.83831,6.69829,7.09741,6.98802
"Ankrd44",5.85995,5.84664,5.87,5.79558,5.79012,5.91331
"Sf3b1",9.31505,9.39834,9.43183,9.32738,9.3719,9.40017
"Coq10b",6.87357,6.77633,6.90892,7.09779,6.91119,6.66614
"Hspd1",10.4699,10.5078,10.4756,10.5443,10.6701,10.4638
"Atp5l",8.93335,8.94188,8.97743,8.77711,8.99679,8.99382
"Rftn2",4.70305,4.7423,4.45363,4.58056,4.50448,4.60052
"Boll",2.57543,2.60339,2.8091,2.7834,2.93414,2.54017
"Akr1b3",6.22697,6.32837,6.29343,6.45355,6.27213,6.34539
"Hsfy2",2.44251,2.69966,2.56068,2.65256,2.80589,2.60364
"Satb2",4.15803,4.19767,4.22202,4.22499,3.98362,4.19094
"Tyw5",5.29283,5.00978,5.54242,5.40518,5.11244,5.29695
"Kctd18",6.21264,6.22952,6.16905,5.92629,6.25148,6.02447
"Clk1",9.06116,9.12435,9.189,8.86142,8.72895,8.93437
"Ppil3",6.65718,6.50751,6.48698,6.44569,6.27809,6.54086
"Orc2",5.78603,5.77797,5.47139,5.52794,5.69458,5.7175
"Fam126b",7.53667,7.86154,7.86433,7.79216,7.77694,7.89965
"Als2cr12",3.50784,3.35954,3.23578,3.13507,3.29828,3.27333
"Trak2",7.33887,7.59431,7.52897,7.74487,7.61688,7.77449
"Als2cr11",2.10405,2.20789,2.1601,2.26029,2.20901,2.21052
"Tmem237",4.63034,4.41588,4.6065,4.74729,4.69253,4.54569
"Mpp4",5.60163,5.44134,5.5494,5.58977,5.49518,5.71931
"Mpp4",8.46937,8.18271,8.26166,8.21414,8.262,8.39009
"Sumo1",6.05923,6.09029,5.90026,5.82477,5.74311,6.36985
"Ica1l",3.94454,4.0178,3.92202,3.93147,3.71702,3.72991
"Wdr12",6.15428,6.2222,5.98389,5.86793,5.95524,6.19451
"Raph1",7.89079,7.71985,7.74097,8.05782,7.93959,8.26585
"Ino80d",7.39779,7.31352,7.40097,7.51197,7.47283,7.56852
"Ndufs1",9.35161,9.40773,9.35176,9.33584,9.16971,9.39245
"AF362573",5.53195,5.78449,5.58364,5.47703,5.76557,5.62732
"Gpr1",3.77939,3.63851,4.10021,4.33649,4.13426,3.98
"Prelid1",9.26267,9.37162,9.36084,9.3835,9.2697,9.46696
"Dytn",5.21626,5.31139,5.26185,5.20879,5.51657,5.19892
"Mdh1b",3.24106,3.2357,3.40283,3.32494,3.3077,3.42035
"Klf7",5.99471,5.77482,5.8292,6.06165,6.07274,6.0371
"Mettl21a",5.71576,5.73332,5.72789,5.69993,5.71067,5.70109
"Fzd5",6.12899,5.72414,6.03947,6.08419,5.71287,5.84656
"Plekhm3",5.64339,5.34727,5.4204,5.41762,5.49091,5.3806
"Rpl10a",10.2881,10.3586,10.4655,10.429,10.4472,10.4855
"Akr1cl",3.62901,3.49925,3.54744,3.84629,3.63964,3.34048
"Crygf",4.68748,4.62867,4.81221,4.77505,4.80911,4.86496
"Crygd",3.31547,2.87727,3.0127,3.35072,3.56067,2.79983
"Crygc",5.43991,5.20093,4.93467,5.08861,4.85529,4.81097
"Lin7c",2.29325,2.23861,2.20513,2.08648,2.1405,2.31943
"Crygc",3.98869,4.2957,4.17589,3.53287,3.71795,4.20493
"Cryga",5.09573,4.89512,4.86812,5.17813,5.24661,4.92626
"D630023F18Rik",3.88299,3.92884,3.95645,3.89539,4.0195,4.1062
"Idh1",10.9182,10.6588,10.8883,10.9261,10.9858,11.0252
"Kansl1l",6.08541,5.75355,5.83727,5.57384,5.36758,5.9348
"Acadl",10.4176,10.2609,10.4237,10.3028,10.3756,10.3269
"Myl1",2.53053,2.30469,2.53053,2.3429,2.63639,2.74792
"Lancl1",7.56431,7.86501,7.56424,7.45029,7.56921,7.52233
"Erbb4",5.19491,5.13231,5.17261,5.29574,5.4232,5.25963
"Ikzf2",4.75084,4.46494,4.57855,4.70163,4.87731,4.42996
"Bard1",4.94117,4.85798,5.33038,5.38794,5.21183,5.27398
"Bard1",5.02953,5.07102,5.03665,4.95563,5.18823,5.04377
"Bard1",4.44965,4.23067,4.30594,4.3558,4.37429,4.3826
"Abca12",3.98741,3.83962,4.09301,3.91361,3.88697,3.92827
"Acp1",8.60454,8.49296,8.56804,8.66929,8.6138,8.60037
"Fn1",11.3758,11.4643,11.3655,11.5145,11.5341,11.6212
"Mreg",7.76931,7.69912,7.76736,7.72353,7.95973,7.88961
"Pecr",9.97229,10.1288,10.0531,10.0756,9.77199,10.1839
"March4",5.32034,5.47648,5.29328,5.19388,5.52027,5.18376
"Ankar",3.81817,3.51229,3.88823,3.92961,3.90924,3.8538
"Igfbp5",5.92562,5.74527,5.86816,5.98229,6.17632,5.87558
"Tnp1",4.20689,4.50154,4.29275,3.61074,4.08129,3.84583
"Tns1",7.89634,8.17229,8.13091,8.19135,8.04001,8.20547
"Tns1",7.84376,7.96768,7.98312,8.02673,8.29541,7.70163
"Tns1",7.6882,7.72237,7.79124,7.94269,7.91564,7.6809
"Tns1",7.56364,7.87537,7.75383,7.99389,7.9128,7.75767
"Tns1",8.05467,8.2239,8.1212,8.2824,7.98867,8.27122
"Tns1",9.55675,9.92426,9.77523,9.9066,9.64135,9.77235
"Cxcr1",5.48459,5.30451,5.27346,5.22058,5.39277,5.41591
"Aamp",9.19585,9.20685,9.18034,9.21977,9.27445,9.28304
"Tmbim1",8.39661,8.54569,8.60386,8.55362,8.50928,8.46065
"Usp37",5.29586,5.40273,5.29699,4.96518,5.25674,5.58097
"Zfp142",5.80324,5.76278,5.75547,5.81313,5.766,5.92606
"Rnf25",6.0214,6.05962,5.99926,6.11327,6.07377,6.24287
"Prkag3",4.80224,4.65043,4.98522,4.83161,4.88776,4.80224
"Fev",7.94553,8.00785,7.6799,7.68223,7.63799,7.68624
"Cryba2",4.9452,4.78705,4.84945,5.13457,5.0292,4.70095
"Mir375",6.67762,6.52402,6.65899,6.5326,6.47647,6.33552
"Ccdc108",5.51459,5.16265,5.3461,5.47062,5.33333,5.50585
"Ihh",6.78422,6.63907,6.65041,6.58586,6.87888,6.42292
"Nhej1",6.11306,5.68874,5.97339,5.82104,6.1126,5.76424
"Slc23a3",4.79894,5.06016,4.85135,4.89988,4.78644,4.85957
"Cnppd1",7.77677,7.99986,8.04151,7.8696,7.78914,7.95754
"Abcb6",8.52651,8.35266,8.402,8.49912,8.31217,8.4474
"Atg9a",7.66464,7.70471,7.61527,7.64055,7.67696,7.7112
"Glb1l",5.40515,5.5502,5.42561,5.16005,5.42746,5.39996
"Tuba4a",8.6919,8.46107,8.73636,8.34855,8.71406,8.66701
"Ptprn",5.48977,5.35492,5.32662,5.38055,5.41251,5.48325
"Resp18",3.75357,3.51902,3.70199,3.72284,3.61464,3.5057
"Dnpep",7.54556,7.45918,7.47602,7.47799,7.48972,7.56584
"Chpf",6.11415,6.17495,6.16881,6.28089,6.25107,6.14076
"Obsl1",6.273,6.1966,6.19627,6.39524,6.08052,6.11219
"Epha4",4.54784,4.5576,4.69026,4.86253,4.70109,4.64352
"Pax3",4.73096,4.79335,4.87548,4.92649,4.89211,4.7607
"Sgpp2",8.21555,8.32872,8.35159,8.43034,8.30724,8.42476
"BC035947",4.72024,4.66011,4.61074,4.43962,4.54321,4.46817
"Ube2v1",8.53113,8.44123,8.47329,8.37613,8.60549,8.5429
"Scg2",4.38348,4.36169,4.6927,4.52709,4.67307,4.30228
"Ap1s3",4.29333,4.38481,4.52103,4.51039,4.49048,4.40523
"Wdfy1",6.22543,6.23618,6.12976,6.14693,6.11562,6.16649
"Serpine2",6.04956,5.64475,6.04507,5.96644,6.09202,5.98409
"Slc25a5",10.2441,10.2974,10.3307,10.2682,10.1006,10.3481
"Fam124b",4.48749,4.19959,4.54613,4.43114,4.16541,4.4192
"Cul3",9.43614,9.5916,9.54816,9.48874,9.36799,9.55214
"Dock10",5.18062,5.04608,5.10552,5.18711,5.1798,5.1594
"Plscr1",7.22876,7.3996,7.54856,7.66696,7.74598,7.72667
"Irs1",7.25402,7.00393,7.11156,6.89966,6.68604,7.16455
"Col4a4",5.82996,5.70161,5.77593,5.92562,5.72963,5.81602
"Tm4sf20",3.66553,3.40617,3.53665,3.29443,3.52615,3.64789
"Slc19a3",4.0462,4.06496,3.98096,4.05375,4.01891,3.99966
"Sphkap",3.3245,3.54738,3.62194,3.5852,3.59711,3.58289
"Pid1",8.4155,8.76904,8.60754,8.73248,8.6017,8.71557
"Dner",5.09346,4.96572,5.03151,4.93952,4.89085,4.95915
"Trip12",9.81489,9.94619,9.82749,9.79001,9.67094,9.71261
"Slc16a14",4.86659,4.65977,4.9,4.95143,4.7817,5.06085
"C130026I21Rik",4.18535,4.11562,4.05177,4.34489,4.25089,4.23617
"Csprs",6.05941,6.21255,6.24949,6.36507,6.37841,6.27884
"A530032D15Rik",4.96405,5.02509,4.67702,4.74802,5.0656,5.40004
"Sp140",4.94219,5.19384,5.58054,5.17362,5.06628,6.10963
"A530032D15Rik",6.37603,6.19095,6.36239,5.95809,6.267,6.3212
"Gm7609",5.25876,5.26899,5.25919,5.36031,5.28824,5.34415
"C130026I21Rik",5.78187,5.73908,5.62527,5.68316,5.75865,5.62746
"A630001G21Rik",4.18416,4.46391,4.32713,4.35791,4.4841,4.54168
"Gpr55",5.15106,5.01749,5.02607,5.03527,5.18907,4.98667
"Htr2b",4.06522,3.95415,4.06752,4.15678,3.98468,3.93263
"Ncl",8.83807,8.81636,8.82572,8.81413,8.79752,8.8616
"Snora75",5.24747,5.04215,5.00064,5.28455,5.14527,4.95903
"Snord82",4.38289,4.3627,4.29212,4.33882,4.37491,4.32605
"Nmur1",6.39296,6.01775,6.22293,6.30703,6.06643,5.99589
"Pde6d",6.61391,6.53482,6.58358,6.63864,6.43001,6.65773
"Nppc",5.58589,5.4715,5.50755,5.62502,5.68099,5.50872
"Rpl6",10.024,10.0033,10.0404,10.0638,10.015,10.0171
"Alppl2",5.35337,5.30303,5.23727,5.32931,5.00327,5.42263
"Alpi",4.34769,4.44637,4.34063,4.35404,4.50166,4.38146
"Ecel1",6.09639,6.03407,6.09236,6.17352,6.06202,5.98785
"Kcnj13",4.52,4.41024,4.66677,4.55172,4.27149,4.3788
"Ngef",6.85327,7.13152,6.81649,7.04183,6.69582,7.08483
"Usp40",8.14319,8.35142,8.40153,8.10534,8.08969,8.2294
"Dnajb3",3.92964,3.82945,4.02737,3.79287,3.67908,3.98507
"Hjurp",7.86786,7.83365,8.10561,7.54867,7.53946,7.86276
"Glrp1",3.06292,3.15189,3.16574,3.03064,3.06292,2.93634
"Arl4c",5.85732,5.40737,5.51822,5.60562,5.48818,5.64537
"Gbx2",5.92222,5.78139,5.9799,5.98776,5.94075,6.10612
"Asb18",5.44868,5.37379,5.11316,5.26102,5.02873,4.99062
"Iqca",3.86141,3.87037,3.96318,3.86239,3.88995,3.92876
"Iqca",3.60418,3.16417,3.53311,3.57482,3.85616,3.5261
"Iqca",4.82022,4.96268,4.81364,4.81866,5.00256,4.8239
"Iqca",3.72897,3.9235,3.92946,4.04368,3.95221,3.72233
"Col6a3",5.92791,6.24332,5.94107,6.16627,6.18286,5.95927
"Rab17",7.07054,7.04978,7.07977,7.36526,7.25814,7.18949
"Fam132b",7.65386,7.53807,7.53343,7.53022,7.53657,7.57563
"Hes6",6.91868,6.74431,6.87544,6.90649,7.12134,6.82896
"Hdac4",6.68237,6.68999,6.57111,6.74577,6.65881,6.62135
"Ndufa10",10.072,10.1383,10.1911,10.1876,10.1687,10.2194
"Olfr1416",4.54433,4.08298,4.36513,4.78604,4.20343,4.2837
"Olfr1414",5.58423,5.50218,5.48392,5.41225,5.39473,5.37233
"Olfr1414",3.25555,3.58893,3.79298,3.89251,3.77571,3.66666
"Myeov2",8.72524,8.63483,8.77476,8.70363,8.70856,8.61108
"Otos",5.01545,4.85715,4.93268,4.71584,4.62556,4.40573
"Ankmy1",5.09445,4.9255,4.95846,5.0346,4.8587,4.6402
"Kif1a",5.04369,5.03413,5.28512,5.01716,5.38354,5.05313
"X16670",5.99943,5.60577,5.7284,5.22856,5.19265,6.05282
"Sned1",6.06435,6.33327,6.10827,6.31089,6.26471,6.31508
"Rpl17",11.3838,11.3143,11.4212,11.4161,11.3672,11.394
"Pask",5.41169,5.49999,5.459,5.54494,5.48676,5.52508
"Hdlbp",10.613,10.7077,10.6519,10.7031,10.6912,10.8505
"Farp2",8.11395,8.11926,8.2059,8.18688,8.1709,8.26142
"Thap4",5.95387,6.00768,5.9409,6.06087,5.87819,6.07062
"Dtymk",6.74848,6.85153,6.8466,6.72218,6.73295,6.71742
"Pdcd1",4.59099,4.49145,4.57564,4.76508,4.62337,4.28551
"AK039506",3.31958,3.75011,3.33456,3.31129,3.16151,3.51912
"St8sia4",3.81011,3.94569,3.75072,3.79848,3.7658,3.65329
"Slco4c1",3.24878,3.2371,2.9757,3.11749,3.25245,3.18346
"Slco6b1",2.92577,2.66184,2.79153,3.10985,2.83739,2.54501
"Slco6c1",2.8411,3.02924,2.99203,2.73651,2.82741,2.85159
"D1Ertd622e",6.97946,6.67621,6.72546,6.62045,6.54362,6.66692
"Ppip5k2",8.72006,8.90679,8.50146,8.62551,8.59286,8.40744
"Pam",7.33537,7.47174,7.33198,7.47409,7.47158,7.51847
"AK149050",3.97236,3.76731,3.96761,4.24644,3.89047,3.81262
"AK048760",5.60225,5.43321,5.48908,5.43321,5.35203,5.43321
"Prdx2",10.6309,10.5605,10.4452,10.6397,10.5524,10.467
"Rnf152",6.10491,6.00771,5.99362,6.11883,5.938,5.98568
"Pign",6.85643,6.93742,6.78516,6.83932,6.8725,6.97033
"Bcl2",5.32401,5.35204,5.34562,5.63336,5.56923,5.37893
"Kdsr",8.22287,7.93375,8.04458,8.14618,8.13708,8.21881
"Vps4b",9.11413,9.14523,9.13965,9.22821,9.13984,9.16322
"Serpinb3a",1.79939,1.90745,1.90371,1.74131,2.10377,2.07014
"Serpinb3d",2.34509,2.45315,2.49316,2.38371,2.57185,2.34294
"Serpinb3b",2.47573,2.50327,2.56492,2.5303,2.4038,2.43424
"Serpinb3c",2.99892,2.88066,3.00581,2.97452,3.04655,2.78326
"Cdh19",2.47738,2.23081,2.32931,2.59813,2.24388,2.23538
"Dsel",4.35109,3.91503,4.07074,3.94615,4.21916,4.34269
"Tsn",7.8581,7.80618,7.7882,7.71285,7.74294,7.84506
"Gli2",5.16065,4.97914,5.14554,5.04222,5.40088,5.00256
"Inhbb",6.18154,6.00088,6.15842,6.02268,6.12198,6.18407
"Ralb",6.03248,6.19645,6.20011,6.1645,6.27151,6.08312
"Epb4.1l5",7.09568,7.11685,7.06081,7.09532,7.07105,7.206
"Ptpn4",6.19432,6.02311,6.09494,6.03932,6.32451,6.31117
"Tmem177",5.97417,5.87905,5.91767,6.03914,6.07189,5.74727
"Cfap221",4.63723,4.73039,4.71715,4.55307,4.68847,4.65624
"Tmem37",7.10551,7.09392,6.91982,7.06966,7.03592,6.74707
"Dbi",10.8675,10.8692,11.0002,11.1726,11.1611,11.1177
"Steap3",7.6859,7.64644,7.56462,7.70513,7.66105,7.57731
"Marco",5.85651,5.0731,5.40946,5.31646,6.02121,5.2729
"Insig2",11.5639,11.8746,11.8162,11.5966,11.4728,11.449
"Htr5b",5.12407,5.06377,4.78154,4.76188,5.06971,4.57283
"Ddx18",7.64737,7.90734,8.07963,8.25407,8.24671,8.13569
"X16670",5.99943,5.60577,5.7284,5.22856,5.19265,6.05282
"Dpp10",3.45277,3.34461,3.55356,3.71445,3.29941,3.20608
"Actr3",8.77397,8.7396,8.80127,8.68114,8.75032,8.81894
"Lypd1",5.71378,5.97985,5.79475,5.76841,6.13579,5.63632
"Nckap5",4.82486,4.72522,4.70362,4.6305,4.62114,4.77165
"Nckap5",3.13341,3.32253,3.2112,3.68939,3.17599,3.13219
"Rpl27a",8.86637,9.13038,9.17482,9.05798,9.1058,9.28459
"Tmem163",5.16391,4.96003,5.11124,5.07613,5.10545,5.09982
"Map3k19",4.027,4.14638,4.09307,4.16498,4.19458,4.24656
